step,tl_id,max_length
0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,1
22,0,1
23,0,1
24,0,1
25,0,1
26,0,1
27,0,1
28,0,1
29,0,1
30,0,1
31,0,1
32,0,1
33,0,1
34,0,1
35,0,1
36,0,1
37,0,1
38,0,1
39,0,1
40,0,1
41,0,1
42,0,1
43,0,1
44,0,1
45,0,1
46,0,1
47,0,1
48,0,1
49,0,1
50,0,1
51,0,1
52,0,1
53,0,1
54,0,1
55,0,1
56,0,1
57,0,2
58,0,2
59,0,2
60,0,2
61,0,2
62,0,2
63,0,2
64,0,2
65,0,2
66,0,2
67,0,2
68,0,2
69,0,2
70,0,2
71,0,2
72,0,2
73,0,2
74,0,2
75,0,2
76,0,2
77,0,2
78,0,2
79,0,2
80,0,3
81,0,3
82,0,3
83,0,3
84,0,3
85,0,3
86,0,4
87,0,4
88,0,4
89,0,4
90,0,4
91,0,4
92,0,4
93,0,4
94,0,4
95,0,4
96,0,4
97,0,4
98,0,4
99,0,5
100,0,5
101,0,5
102,0,5
103,0,5
104,0,5
105,0,5
106,0,5
107,0,5
108,0,5
109,0,5
110,0,5
111,0,5
112,0,5
113,0,5
114,0,5
115,0,5
116,0,5
117,0,5
118,0,5
119,0,5
120,0,5
121,0,5
122,0,5
123,0,5
124,0,5
125,0,5
126,0,5
127,0,5
128,0,5
129,0,5
130,0,5
131,0,5
132,0,5
133,0,5
134,0,5
135,0,5
136,0,5
137,0,5
138,0,5
139,0,5
140,0,5
141,0,5
142,0,5
143,0,5
144,0,5
145,0,5
146,0,5
147,0,5
148,0,5
149,0,5
150,0,5
151,0,5
152,0,5
153,0,5
154,0,5
155,0,6
156,0,6
157,0,6
158,0,6
159,0,6
160,0,6
161,0,6
162,0,6
163,0,6
164,0,6
165,0,6
166,0,6
167,0,6
168,0,6
169,0,6
170,0,6
171,0,6
172,0,6
173,0,6
174,0,6
175,0,6
176,0,6
177,0,6
178,0,6
179,0,6
180,0,6
181,0,6
182,0,6
183,0,6
184,0,6
185,0,6
186,0,6
187,0,6
188,0,6
189,0,6
190,0,6
191,0,6
192,0,6
193,0,6
194,0,6
195,0,6
196,0,6
197,0,6
198,0,6
199,0,6
200,0,6
201,0,6
202,0,6
203,0,6
204,0,6
205,0,6
206,0,6
207,0,6
208,0,6
209,0,6
210,0,7
211,0,8
212,0,8
213,0,8
214,0,8
215,0,8
216,0,8
217,0,8
218,0,8
219,0,8
220,0,8
221,0,8
222,0,8
223,0,8
224,0,8
225,0,8
226,0,8
227,0,8
228,0,8
229,0,8
230,0,8
231,0,8
232,0,8
233,0,8
234,0,8
235,0,8
236,0,8
237,0,8
238,0,8
239,0,8
240,0,8
241,0,8
242,0,8
243,0,8
244,0,8
245,0,8
246,0,8
247,0,8
248,0,8
249,0,8
250,0,8
251,0,8
252,0,8
253,0,7
254,0,6
255,0,6
256,0,5
257,0,5
258,0,5
259,0,5
260,0,5
261,0,5
262,0,5
263,0,5
264,0,5
265,0,5
266,0,6
267,0,6
268,0,6
269,0,6
270,0,6
271,0,6
272,0,6
273,0,6
274,0,6
275,0,6
276,0,6
277,0,6
278,0,6
279,0,6
280,0,6
281,0,6
282,0,6
283,0,6
284,0,6
285,0,6
286,0,6
287,0,6
288,0,6
289,0,6
290,0,6
291,0,6
292,0,6
293,0,6
294,0,6
295,0,6
296,0,6
297,0,6
298,0,6
299,0,6
300,0,6
301,0,6
302,0,6
303,0,6
304,0,6
305,0,6
306,0,6
307,0,6
308,0,6
309,0,6
310,0,6
311,0,6
312,0,7
313,0,7
314,0,7
315,0,7
316,0,7
317,0,7
318,0,7
319,0,7
320,0,7
321,0,7
322,0,7
323,0,7
324,0,7
325,0,7
326,0,7
327,0,7
328,0,7
329,0,7
330,0,7
331,0,7
332,0,7
333,0,7
334,0,7
335,0,7
336,0,7
337,0,7
338,0,7
339,0,7
340,0,7
341,0,7
342,0,7
343,0,7
344,0,7
345,0,7
346,0,7
347,0,7
348,0,7
349,0,7
350,0,7
351,0,7
352,0,8
353,0,8
354,0,8
355,0,8
356,0,8
357,0,8
358,0,8
359,0,8
360,0,8
361,0,8
362,0,8
363,0,8
364,0,8
365,0,8
366,0,8
367,0,8
368,0,8
369,0,8
370,0,8
371,0,8
372,0,8
373,0,8
374,0,8
375,0,8
376,0,8
377,0,8
378,0,8
379,0,8
380,0,8
381,0,8
382,0,8
383,0,8
384,0,8
385,0,8
386,0,8
387,0,8
388,0,8
389,0,8
390,0,8
391,0,8
392,0,8
393,0,8
394,0,8
395,0,8
396,0,8
397,0,8
398,0,8
399,0,8
400,0,8
401,0,8
402,0,8
403,0,8
404,0,8
405,0,8
406,0,8
407,0,8
408,0,8
409,0,8
410,0,8
411,0,8
412,0,8
413,0,8
414,0,8
415,0,8
416,0,8
417,0,8
418,0,8
419,0,8
420,0,8
421,0,8
422,0,8
423,0,8
424,0,8
425,0,8
426,0,8
427,0,8
428,0,8
429,0,8
430,0,8
431,0,8
432,0,8
433,0,8
434,0,8
435,0,8
436,0,8
437,0,8
438,0,8
439,0,8
440,0,8
441,0,8
442,0,8
443,0,8
444,0,8
445,0,8
446,0,7
447,0,7
448,0,6
449,0,7
450,0,7
451,0,7
452,0,7
453,0,7
454,0,7
455,0,7
456,0,7
457,0,7
458,0,7
459,0,7
460,0,7
461,0,7
462,0,7
463,0,7
464,0,7
465,0,7
466,0,7
467,0,7
468,0,7
469,0,8
470,0,8
471,0,8
472,0,8
473,0,8
474,0,8
475,0,8
476,0,8
477,0,8
478,0,8
479,0,8
480,0,8
481,0,8
482,0,8
483,0,8
484,0,8
485,0,8
486,0,9
487,0,9
488,0,9
489,0,9
490,0,9
491,0,9
492,0,9
493,0,9
494,0,9
495,0,9
496,0,9
497,0,9
498,0,9
499,0,9
500,0,9
501,0,9
502,0,9
503,0,9
504,0,9
505,0,9
506,0,9
507,0,9
508,0,9
509,0,9
510,0,9
511,0,9
512,0,9
513,0,9
514,0,9
515,0,9
516,0,9
517,0,9
518,0,9
519,0,9
520,0,9
521,0,9
522,0,9
523,0,9
524,0,9
525,0,9
526,0,9
527,0,9
528,0,9
529,0,9
530,0,9
531,0,9
532,0,9
533,0,9
534,0,9
535,0,8
536,0,8
537,0,7
538,0,6
539,0,5
540,0,5
541,0,5
542,0,5
543,0,5
544,0,5
545,0,5
546,0,5
547,0,5
548,0,5
549,0,5
550,0,5
551,0,5
552,0,5
553,0,5
554,0,5
555,0,5
556,0,6
557,0,6
558,0,6
559,0,6
560,0,6
561,0,6
562,0,6
563,0,6
564,0,6
565,0,6
566,0,7
567,0,7
568,0,7
569,0,7
570,0,7
